상품코드,자체 상품코드,진열상태,판매상태,상품분류 번호,상품분류 신상품영역,상품분류 추천상품영역,상품명,영문 상품명,상품명(관리용),공급사 상품명,모델명,상품 요약설명,상품 간략설명,검색어설정,과세구분,소비자가,공급가,상품가,판매가,판매가 대체문구 사용,판매가 대체문구,주문수량 제한 기준,최소 주문수량(이상),최대 주문수량(이하),적립금,적립금 구분,공통이벤트 정보,성인인증,옵션사용,품목 구성방식,옵션 표시방식,옵션세트명,옵션입력,옵션 스타일,버튼이미지 설정,색상 설정,필수여부,품절표시 문구,추가입력옵션,추가입력옵션 명칭,추가입력옵션 선택/필수여부,입력글자수(자),이미지등록(상세),이미지등록(목록),이미지등록(작은목록),이미지등록(축소),제조사,공급사,브랜드,트렌드,자체분류 코드,제조일자,출시일자,유효기간 사용여부,유효기간,원산지,상품부피(cm),부피무게(kg),상품결제안내,상품배송안내,교환/반품안내,서비스문의/안내,배송정보,배송방법,국내/해외배송,배송지역,배송비 선결제 설정,배송기간,배송비 구분,배송비입력,상품 구분(해외통관),상품소재,영문 상품소재(해외통관),옷감(해외통관),검색엔진최적화(SEO) 검색엔진 노출 설정,검색엔진최적화(SEO) Title,검색엔진최적화(SEO) Author,검색엔진최적화(SEO) Description,검색엔진최적화(SEO) Keywords,검색엔진최적화(SEO) 상품 이미지 Alt 텍스트,개별결제수단설정,상품배송유형 코드,스토어픽업 설정,상품 전체중량(kg),HS코드
P00000KV,,N,N,53|95|99|103|56|110,N|N|N|N|N|N,N|N|N|N|N|N,[씨씨더블유]매콤 직화무뼈닭발 250g,[CCW]매콤 직화무뼈닭발 250g,[씨씨더블유]매콤 직화무뼈닭발 250g,[씨씨더블유]매콤 직화무뼈닭발 250g,,매콤달콤 프리미엄 닭발,◆ 데우기만 하면 완성! 매콤달콤 프리미엄 닭발,"간편식,간편조리,건강,만원요리,매콤,맥주안주,모임각,바삭한,손님접대,술안주,술한잔,씨씨더블유,전체상품,정통,정품,즉석,즉석요리,직화무뼈닭발",A|10,9166,5500,6709,7380,N,,O,1,,0,P,Y,N,N,,,,,,,,,,F,,,,,,,,M000000X,S000000Y,B0000000,T0000000,C000000A,,,F,,1798,,,"고액결제의 경우 안전을 위해 카드사에서 확인전화를 드릴 수도 있습니다. 확인과정에서 도난 카드의 사용이나 타인 명의의 주문등      정상적인 주문이 아니라고 판단될 경우 임의로 주문을 보류 또는 취소할 수 있습니다. &nbsp; <br>      <br>      무통장 입금은 상품 구매 대금은 PC뱅킹, 인터넷뱅킹, 텔레뱅킹 혹은 가까운 은행에서 직접 입금하시면 됩니다. &nbsp;<br>      주문시 입력한&nbsp;입금자명과 실제입금자의 성명이 반드시 일치하여야 하며, 7일 이내로 입금을 하셔야 하며&nbsp;입금되지      않은 주문은 자동취소 됩니다. <br>","- 산간벽지나 도서지방은 별도의 추가금액을 지불하셔야 하는 경우가 있습니다.<br>    고객님께서 주문하신 상품은 입금 확인후 배송해 드립니다. 다만, 상품종류에 따라서 상품의 배송이 다소 지연될 수 있습니다.<br>","<strong>교환 및 반품 주소</strong><br>&nbsp;- #supplier_return_address_info#<br>&nbsp;<br><strong>교환 및 반품이 가능한 경우</strong><br>&nbsp;-&nbsp;계약내용에 관한 서면을 받은 날부터&nbsp;7일.&nbsp;단,&nbsp;그 서면을 받은 때보다 재화등의 공급이 늦게 이루어진 경우에는 재화등을 공급받거나 재화등의 공급이 시작된 날부터&nbsp;7일 이내<br>&nbsp; -&nbsp;공급받으신 상품 및 용역의 내용이 표시.광고 내용과 다르거나 계약내용과 다르게 이행된 때에는 당해 재화 등을 공급받은 날 부터&nbsp;3월이내,&nbsp;그사실을 알게 된 날 또는 알 수 있었던 날부터&nbsp;30일이내<br>&nbsp;<br><strong>교환 및 반품이 불가능한 경우</strong><br>&nbsp;-&nbsp;이용자에게 책임 있는 사유로 재화 등이 멸실 또는 훼손된 경우(다만,&nbsp;재화 등의 내용을 확인하기 위하여 포장 등을 훼손한 경우에는 청약철회를 할 수 있습니다)<br>&nbsp; -&nbsp;이용자의 사용 또는 일부 소비에 의하여 재화 등의 가치가 현저히 감소한 경우<br>&nbsp; -&nbsp;시간의 경과에 의하여 재판매가 곤란할 정도로 재화등의 가치가 현저히 감소한 경우<br>&nbsp; -&nbsp;복제가 가능한 재화등의 포장을 훼손한 경우<br>&nbsp; -&nbsp;개별 주문 생산되는 재화 등 청약철회시 판매자에게 회복할 수 없는 피해가 예상되어 소비자의 사전 동의를 얻은 경우<br>&nbsp; -&nbsp;디지털 콘텐츠의 제공이 개시된 경우, (다만,&nbsp;가분적 용역 또는 가분적 디지털콘텐츠로 구성된 계약의 경우 제공이 개시되지 아니한 부분은 청약철회를 할 수 있습니다.)<br>&nbsp;<br>※ 고객님의 마음이 바뀌어 교환,&nbsp;반품을 하실 경우 상품반송 비용은 고객님께서 부담하셔야 합니다.<br>&nbsp;(색상 교환,&nbsp;사이즈 교환 등 포함)<br>",,F,,,,,3|7,,,,,,,Y,최씨남매 만원요리 매콤 직화무뼈닭발 250g | 정품 보장 프리미엄 맛,만원요리 최씨남매,"최씨남매 만원요리 매콤 직화무뼈닭발 250g - 매콤달콤 프리미엄 닭발. 집에서 즐기는 정통 맛, 정품 보장 프리미엄 상품입니다.","간편식,간편조리,건강,만원요리,매콤,맥주안주,모임각,바삭한,손님접대,술안주,술한잔,씨씨더블유,전체상품,정통,정품,즉석,즉석요리,직화무뼈닭발,",최씨남매 매콤 직화무뼈닭발 250g - 만원요리 프리미엄 상품,,C,N,0.25,
P00000KR,,N,N,53|95|98|99|103|56|110,N|N|N|N|N|N|N,N|N|N|N|N|N|N,[씨씨더블유]꾸븐 돼지막창 300g,[CCW]꾸븐 돼지막창 300g,[씨씨더블유]꾸븐 돼지막창 300g,[씨씨더블유]꾸븐 돼지막창 300g,,정통 스타일의 요리,◆ 조리하기 쉬워요! 정성스럽게 만든 요리,"간편식,간편조리,건강,고급,꾸븐,돼지막창,만원요리,매콤,모임각,밀키트,바삭한,시간절약,씨씨더블유,전체상품,정통,정품,즉석,즉석요리,최씨남매,추",A|10,9166,5500,6709,7380,N,,O,1,,0,P,Y,N,N,,,,,,,,,,F,,,,,,,,M000000X,S000000Y,B0000000,T0000000,C000000A,,,F,,1798,,,"고액결제의 경우 안전을 위해 카드사에서 확인전화를 드릴 수도 있습니다. 확인과정에서 도난 카드의 사용이나 타인 명의의 주문등      정상적인 주문이 아니라고 판단될 경우 임의로 주문을 보류 또는 취소할 수 있습니다. &nbsp; <br>      <br>      무통장 입금은 상품 구매 대금은 PC뱅킹, 인터넷뱅킹, 텔레뱅킹 혹은 가까운 은행에서 직접 입금하시면 됩니다. &nbsp;<br>      주문시 입력한&nbsp;입금자명과 실제입금자의 성명이 반드시 일치하여야 하며, 7일 이내로 입금을 하셔야 하며&nbsp;입금되지      않은 주문은 자동취소 됩니다. <br>","- 산간벽지나 도서지방은 별도의 추가금액을 지불하셔야 하는 경우가 있습니다.<br>    고객님께서 주문하신 상품은 입금 확인후 배송해 드립니다. 다만, 상품종류에 따라서 상품의 배송이 다소 지연될 수 있습니다.<br>","<strong>교환 및 반품 주소</strong><br>&nbsp;- #supplier_return_address_info#<br>&nbsp;<br><strong>교환 및 반품이 가능한 경우</strong><br>&nbsp;-&nbsp;계약내용에 관한 서면을 받은 날부터&nbsp;7일.&nbsp;단,&nbsp;그 서면을 받은 때보다 재화등의 공급이 늦게 이루어진 경우에는 재화등을 공급받거나 재화등의 공급이 시작된 날부터&nbsp;7일 이내<br>&nbsp; -&nbsp;공급받으신 상품 및 용역의 내용이 표시.광고 내용과 다르거나 계약내용과 다르게 이행된 때에는 당해 재화 등을 공급받은 날 부터&nbsp;3월이내,&nbsp;그사실을 알게 된 날 또는 알 수 있었던 날부터&nbsp;30일이내<br>&nbsp;<br><strong>교환 및 반품이 불가능한 경우</strong><br>&nbsp;-&nbsp;이용자에게 책임 있는 사유로 재화 등이 멸실 또는 훼손된 경우(다만,&nbsp;재화 등의 내용을 확인하기 위하여 포장 등을 훼손한 경우에는 청약철회를 할 수 있습니다)<br>&nbsp; -&nbsp;이용자의 사용 또는 일부 소비에 의하여 재화 등의 가치가 현저히 감소한 경우<br>&nbsp; -&nbsp;시간의 경과에 의하여 재판매가 곤란할 정도로 재화등의 가치가 현저히 감소한 경우<br>&nbsp; -&nbsp;복제가 가능한 재화등의 포장을 훼손한 경우<br>&nbsp; -&nbsp;개별 주문 생산되는 재화 등 청약철회시 판매자에게 회복할 수 없는 피해가 예상되어 소비자의 사전 동의를 얻은 경우<br>&nbsp; -&nbsp;디지털 콘텐츠의 제공이 개시된 경우, (다만,&nbsp;가분적 용역 또는 가분적 디지털콘텐츠로 구성된 계약의 경우 제공이 개시되지 아니한 부분은 청약철회를 할 수 있습니다.)<br>&nbsp;<br>※ 고객님의 마음이 바뀌어 교환,&nbsp;반품을 하실 경우 상품반송 비용은 고객님께서 부담하셔야 합니다.<br>&nbsp;(색상 교환,&nbsp;사이즈 교환 등 포함)<br>",,F,,,,,3|7,,,,,,,Y,꾸븐 돼지막창 300g - 만원요리 최씨남매 추천 프리미엄 상품,만원요리 최씨남매,"최씨남매 만원요리 꾸븐 돼지막창 300g - 정통 스타일의 요리. 집에서 즐기는 정통 맛, 정품 보장 프리미엄 상품입니다.","간편식,간편조리,건강,고급,꾸븐,돼지막창,만원요리,매콤,모임각,밀키트,바삭한,시간절약,씨씨더블유,전체상품,정통,정품,즉석,즉석요리,최씨남매,추",최씨남매 꾸븐 돼지막창 300g - 만원요리 프리미엄 상품,,C,N,0.3,
P00000KQ,,N,N,53|95|99|103|56|110,N|N|N|N|N|N,N|N|N|N|N|N,[씨씨더블유]고집 불막창 300g,[CCW]고집 불막창 300g,[씨씨더블유]고집 불막창 300g,[씨씨더블유]고집 불막창 300g,,깊은 맛의 프리미엄,※ 간편하게 조리하세요! 프리미엄 품질의 맛,"간편식,고급,고소한,고집,만원요리,만원요리추천,맛집,모임각,불막창,손님접대,시간절약,신선,씨씨더블유,영양,전체상품,정통,정품,즉석요리,최씨남",A|10,9166,5500,6709,7380,N,,O,1,,0,P,Y,N,N,,,,,,,,,,F,,,,,,,,M000000X,S000000Y,B0000000,T0000000,C000000A,,,F,,1798,,,"고액결제의 경우 안전을 위해 카드사에서 확인전화를 드릴 수도 있습니다. 확인과정에서 도난 카드의 사용이나 타인 명의의 주문등      정상적인 주문이 아니라고 판단될 경우 임의로 주문을 보류 또는 취소할 수 있습니다. &nbsp; <br>      <br>      무통장 입금은 상품 구매 대금은 PC뱅킹, 인터넷뱅킹, 텔레뱅킹 혹은 가까운 은행에서 직접 입금하시면 됩니다. &nbsp;<br>      주문시 입력한&nbsp;입금자명과 실제입금자의 성명이 반드시 일치하여야 하며, 7일 이내로 입금을 하셔야 하며&nbsp;입금되지      않은 주문은 자동취소 됩니다. <br>","- 산간벽지나 도서지방은 별도의 추가금액을 지불하셔야 하는 경우가 있습니다.<br>    고객님께서 주문하신 상품은 입금 확인후 배송해 드립니다. 다만, 상품종류에 따라서 상품의 배송이 다소 지연될 수 있습니다.<br>","<strong>교환 및 반품 주소</strong><br>&nbsp;- #supplier_return_address_info#<br>&nbsp;<br><strong>교환 및 반품이 가능한 경우</strong><br>&nbsp;-&nbsp;계약내용에 관한 서면을 받은 날부터&nbsp;7일.&nbsp;단,&nbsp;그 서면을 받은 때보다 재화등의 공급이 늦게 이루어진 경우에는 재화등을 공급받거나 재화등의 공급이 시작된 날부터&nbsp;7일 이내<br>&nbsp; -&nbsp;공급받으신 상품 및 용역의 내용이 표시.광고 내용과 다르거나 계약내용과 다르게 이행된 때에는 당해 재화 등을 공급받은 날 부터&nbsp;3월이내,&nbsp;그사실을 알게 된 날 또는 알 수 있었던 날부터&nbsp;30일이내<br>&nbsp;<br><strong>교환 및 반품이 불가능한 경우</strong><br>&nbsp;-&nbsp;이용자에게 책임 있는 사유로 재화 등이 멸실 또는 훼손된 경우(다만,&nbsp;재화 등의 내용을 확인하기 위하여 포장 등을 훼손한 경우에는 청약철회를 할 수 있습니다)<br>&nbsp; -&nbsp;이용자의 사용 또는 일부 소비에 의하여 재화 등의 가치가 현저히 감소한 경우<br>&nbsp; -&nbsp;시간의 경과에 의하여 재판매가 곤란할 정도로 재화등의 가치가 현저히 감소한 경우<br>&nbsp; -&nbsp;복제가 가능한 재화등의 포장을 훼손한 경우<br>&nbsp; -&nbsp;개별 주문 생산되는 재화 등 청약철회시 판매자에게 회복할 수 없는 피해가 예상되어 소비자의 사전 동의를 얻은 경우<br>&nbsp; -&nbsp;디지털 콘텐츠의 제공이 개시된 경우, (다만,&nbsp;가분적 용역 또는 가분적 디지털콘텐츠로 구성된 계약의 경우 제공이 개시되지 아니한 부분은 청약철회를 할 수 있습니다.)<br>&nbsp;<br>※ 고객님의 마음이 바뀌어 교환,&nbsp;반품을 하실 경우 상품반송 비용은 고객님께서 부담하셔야 합니다.<br>&nbsp;(색상 교환,&nbsp;사이즈 교환 등 포함)<br>",,F,,,,,3|7,,,,,,,Y,최씨남매 만원요리 고집 불막창 300g | 정품 보장 프리미엄 맛,만원요리 최씨남매,"만원요리 최씨남매에서 엄선한 고집 불막창 300g. 깊은 맛의 프리미엄. 정품 보장, 프리미엄 품질로 집에서 간편하게 즐기세요.","간편식,고급,고소한,고집,만원요리,만원요리추천,맛집,모임각,불막창,손님접대,시간절약,신선,씨씨더블유,영양,전체상품,정통,정품,즉석요리,최씨남",만원요리 최씨남매 고집 불막창 300g 상품 이미지,,C,N,0.3,
P00000IE,,Y,Y,53|97|102|56|109,N|N|N|N|N,N|N|N|N|N,[인생] 오뎅탕 매운맛 300g,[Life] 오뎅Soup 매운맛 300g,[인생] 오뎅탕 매운맛 300g,[인생] 오뎅탕 매운맛 300g,,집에서 즐기는 특별함,※ 간편하게 조리하세요! 프리미엄 품질의 맛,"간편식,고급,달콤,만원요리,매운맛,맥주안주,모임각,밀키트,베스트,손님접대,술안주,술한잔,안전,오뎅탕,인생,전체상품,정품,집밥,집밥각,쫄깃한,최씨",A|10,4500,2700,3345,3680,N,,O,1,,0,P,Y,N,N,,,,,,,,,,F,,,,20250729/e0ee9de56e3239f48837a0401d28b5aa.jpg,20250729/c44ca454d408e46182c3a7e3425336f2.jpg,20250729/2a6bd4f713e9ceab1d87daf5e0b05cdd.jpg,20250729/6490755a233d77647d4fe4c27c071cee.jpg,M000000U,S000000T,B0000000,T0000000,C000000A,,,F,,1798,,,"고액결제의 경우 안전을 위해 카드사에서 확인전화를 드릴 수도 있습니다. 확인과정에서 도난 카드의 사용이나 타인 명의의 주문등      정상적인 주문이 아니라고 판단될 경우 임의로 주문을 보류 또는 취소할 수 있습니다. &nbsp; <br>      <br>      무통장 입금은 상품 구매 대금은 PC뱅킹, 인터넷뱅킹, 텔레뱅킹 혹은 가까운 은행에서 직접 입금하시면 됩니다. &nbsp;<br>      주문시 입력한&nbsp;입금자명과 실제입금자의 성명이 반드시 일치하여야 하며, 7일 이내로 입금을 하셔야 하며&nbsp;입금되지      않은 주문은 자동취소 됩니다. <br>","- 산간벽지나 도서지방은 별도의 추가금액을 지불하셔야 하는 경우가 있습니다.<br>    고객님께서 주문하신 상품은 입금 확인후 배송해 드립니다. 다만, 상품종류에 따라서 상품의 배송이 다소 지연될 수 있습니다.<br>","<strong>교환 및 반품 주소</strong><br>&nbsp;- #supplier_return_address_info#<br>&nbsp;<br><strong>교환 및 반품이 가능한 경우</strong><br>&nbsp;-&nbsp;계약내용에 관한 서면을 받은 날부터&nbsp;7일.&nbsp;단,&nbsp;그 서면을 받은 때보다 재화등의 공급이 늦게 이루어진 경우에는 재화등을 공급받거나 재화등의 공급이 시작된 날부터&nbsp;7일 이내<br>&nbsp; -&nbsp;공급받으신 상품 및 용역의 내용이 표시.광고 내용과 다르거나 계약내용과 다르게 이행된 때에는 당해 재화 등을 공급받은 날 부터&nbsp;3월이내,&nbsp;그사실을 알게 된 날 또는 알 수 있었던 날부터&nbsp;30일이내<br>&nbsp;<br><strong>교환 및 반품이 불가능한 경우</strong><br>&nbsp;-&nbsp;이용자에게 책임 있는 사유로 재화 등이 멸실 또는 훼손된 경우(다만,&nbsp;재화 등의 내용을 확인하기 위하여 포장 등을 훼손한 경우에는 청약철회를 할 수 있습니다)<br>&nbsp; -&nbsp;이용자의 사용 또는 일부 소비에 의하여 재화 등의 가치가 현저히 감소한 경우<br>&nbsp; -&nbsp;시간의 경과에 의하여 재판매가 곤란할 정도로 재화등의 가치가 현저히 감소한 경우<br>&nbsp; -&nbsp;복제가 가능한 재화등의 포장을 훼손한 경우<br>&nbsp; -&nbsp;개별 주문 생산되는 재화 등 청약철회시 판매자에게 회복할 수 없는 피해가 예상되어 소비자의 사전 동의를 얻은 경우<br>&nbsp; -&nbsp;디지털 콘텐츠의 제공이 개시된 경우, (다만,&nbsp;가분적 용역 또는 가분적 디지털콘텐츠로 구성된 계약의 경우 제공이 개시되지 아니한 부분은 청약철회를 할 수 있습니다.)<br>&nbsp;<br>※ 고객님의 마음이 바뀌어 교환,&nbsp;반품을 하실 경우 상품반송 비용은 고객님께서 부담하셔야 합니다.<br>&nbsp;(색상 교환,&nbsp;사이즈 교환 등 포함)<br>",,F,,,,,3|7,,,,,,,Y,오뎅탕 매운맛 300g - 만원요리 최씨남매 추천 프리미엄 상품,만원요리 최씨남매,오뎅탕 매운맛 300g | 만원요리 최씨남매 추천. 집에서 즐기는 특별함. 간편 조리로 완성하는 프리미엄 맛을 경험하세요.,"간편식,고급,달콤,만원요리,매운맛,맥주안주,모임각,밀키트,베스트,손님접대,술안주,술한잔,안전,오뎅탕,인생,전체상품,정품,집밥,집밥각,쫄깃한,최씨",오뎅탕 매운맛 300g | 만원요리 최씨남매 정품,,C,N,0.3,
P00000HU,,N,N,53|99|103|56|85,N|N|N|N|N,N|N|N|N|N,[태공식품]꽃맛살(사우전아일랜드)[냉장]120g,[태공식품]꽃맛살(사우전아일랜드)[냉장]120g,[태공식품]꽃맛살(사우전아일랜드)[냉장]120g,[태공식품]꽃맛살(사우전아일랜드)[냉장]120g,,정통 스타일의 요리,◆ 조리하기 쉬워요! 정성스럽게 만든 요리,"간편식,간편조리,건강,고급,꽃맛살,냉장,만원요리,매콤,모임각,밀키트,바삭한,사우전아일랜드,시간절약,전체상품,정통,정품,즉석,즉석요리,최씨남매",A|10,2500,1500,1891,2080,N,,O,1,,0,P,Y,N,N,,,,,,,,,,F,,,,,,,,M000000W,S000000V,B0000000,T0000000,C000000A,,,F,,1798,,,"고액결제의 경우 안전을 위해 카드사에서 확인전화를 드릴 수도 있습니다. 확인과정에서 도난 카드의 사용이나 타인 명의의 주문등      정상적인 주문이 아니라고 판단될 경우 임의로 주문을 보류 또는 취소할 수 있습니다. &nbsp; <br>      <br>      무통장 입금은 상품 구매 대금은 PC뱅킹, 인터넷뱅킹, 텔레뱅킹 혹은 가까운 은행에서 직접 입금하시면 됩니다. &nbsp;<br>      주문시 입력한&nbsp;입금자명과 실제입금자의 성명이 반드시 일치하여야 하며, 7일 이내로 입금을 하셔야 하며&nbsp;입금되지      않은 주문은 자동취소 됩니다. <br>","- 산간벽지나 도서지방은 별도의 추가금액을 지불하셔야 하는 경우가 있습니다.<br>    고객님께서 주문하신 상품은 입금 확인후 배송해 드립니다. 다만, 상품종류에 따라서 상품의 배송이 다소 지연될 수 있습니다.<br>","<strong>교환 및 반품 주소</strong><br>&nbsp;- #supplier_return_address_info#<br>&nbsp;<br><strong>교환 및 반품이 가능한 경우</strong><br>&nbsp;-&nbsp;계약내용에 관한 서면을 받은 날부터&nbsp;7일.&nbsp;단,&nbsp;그 서면을 받은 때보다 재화등의 공급이 늦게 이루어진 경우에는 재화등을 공급받거나 재화등의 공급이 시작된 날부터&nbsp;7일 이내<br>&nbsp; -&nbsp;공급받으신 상품 및 용역의 내용이 표시.광고 내용과 다르거나 계약내용과 다르게 이행된 때에는 당해 재화 등을 공급받은 날 부터&nbsp;3월이내,&nbsp;그사실을 알게 된 날 또는 알 수 있었던 날부터&nbsp;30일이내<br>&nbsp;<br><strong>교환 및 반품이 불가능한 경우</strong><br>&nbsp;-&nbsp;이용자에게 책임 있는 사유로 재화 등이 멸실 또는 훼손된 경우(다만,&nbsp;재화 등의 내용을 확인하기 위하여 포장 등을 훼손한 경우에는 청약철회를 할 수 있습니다)<br>&nbsp; -&nbsp;이용자의 사용 또는 일부 소비에 의하여 재화 등의 가치가 현저히 감소한 경우<br>&nbsp; -&nbsp;시간의 경과에 의하여 재판매가 곤란할 정도로 재화등의 가치가 현저히 감소한 경우<br>&nbsp; -&nbsp;복제가 가능한 재화등의 포장을 훼손한 경우<br>&nbsp; -&nbsp;개별 주문 생산되는 재화 등 청약철회시 판매자에게 회복할 수 없는 피해가 예상되어 소비자의 사전 동의를 얻은 경우<br>&nbsp; -&nbsp;디지털 콘텐츠의 제공이 개시된 경우, (다만,&nbsp;가분적 용역 또는 가분적 디지털콘텐츠로 구성된 계약의 경우 제공이 개시되지 아니한 부분은 청약철회를 할 수 있습니다.)<br>&nbsp;<br>※ 고객님의 마음이 바뀌어 교환,&nbsp;반품을 하실 경우 상품반송 비용은 고객님께서 부담하셔야 합니다.<br>&nbsp;(색상 교환,&nbsp;사이즈 교환 등 포함)<br>",,F,,,,,3|7,,,,,,,Y,꽃맛살(사우전아일랜드)120g - 만원요리 최씨남매 추천 프리미엄 상품,만원요리 최씨남매,"최씨남매 만원요리 꽃맛살(사우전아일랜드)120g - 정통 스타일의 요리. 집에서 즐기는 정통 맛, 정품 보장 프리미엄 상품입니다.","간편식,간편조리,건강,고급,꽃맛살,냉장,만원요리,매콤,모임각,밀키트,바삭한,사우전아일랜드,시간절약,전체상품,정통,정품,즉석,즉석요리,최씨남매,",최씨남매 꽃맛살(사우전아일랜드)120g - 만원요리 프리미엄 상품,,C,N,0.12,
P00000HR,,N,Y,53|99|103|56|85,N|N|N|N|N,N|N|N|N|N,[태공식품]고추어묵바800g,[태공식품]고추어묵바800g,[태공식품]고추어묵바800g,[태공식품]고추어묵바800g,,전통 방식으로 조리,◆ 신선한 재료로! 정통 스타일의 요리,"간편식,고급,고추어묵바,달콤,만원요리,맥주안주,모임각,밀키트,베스트,손님접대,술안주,술한잔,안전,전체상품,정품,집밥,집밥각,쫄깃한,최씨남매,태",A|10,12666,7600,9255,10180,N,,O,1,,0,P,Y,N,N,,,,,,,,,,F,,,,20250814/a044e618dfd598e94642c5b02e092737.jpg,20250814/e75342196710ef0c5adeaab989d01ac5.jpg,20250814/85bb91c93559106161c8c4f352f704a4.jpg,20250814/f13bc09d9061c48263a1417ce96e9712.jpg,M000000W,S000000V,B0000000,T0000000,C000000A,,,F,,1798,,,"고액결제의 경우 안전을 위해 카드사에서 확인전화를 드릴 수도 있습니다. 확인과정에서 도난 카드의 사용이나 타인 명의의 주문등      정상적인 주문이 아니라고 판단될 경우 임의로 주문을 보류 또는 취소할 수 있습니다. &nbsp; <br>      <br>      무통장 입금은 상품 구매 대금은 PC뱅킹, 인터넷뱅킹, 텔레뱅킹 혹은 가까운 은행에서 직접 입금하시면 됩니다. &nbsp;<br>      주문시 입력한&nbsp;입금자명과 실제입금자의 성명이 반드시 일치하여야 하며, 7일 이내로 입금을 하셔야 하며&nbsp;입금되지      않은 주문은 자동취소 됩니다. <br>","- 산간벽지나 도서지방은 별도의 추가금액을 지불하셔야 하는 경우가 있습니다.<br>    고객님께서 주문하신 상품은 입금 확인후 배송해 드립니다. 다만, 상품종류에 따라서 상품의 배송이 다소 지연될 수 있습니다.<br>","<strong>교환 및 반품 주소</strong><br>&nbsp;- #supplier_return_address_info#<br>&nbsp;<br><strong>교환 및 반품이 가능한 경우</strong><br>&nbsp;-&nbsp;계약내용에 관한 서면을 받은 날부터&nbsp;7일.&nbsp;단,&nbsp;그 서면을 받은 때보다 재화등의 공급이 늦게 이루어진 경우에는 재화등을 공급받거나 재화등의 공급이 시작된 날부터&nbsp;7일 이내<br>&nbsp; -&nbsp;공급받으신 상품 및 용역의 내용이 표시.광고 내용과 다르거나 계약내용과 다르게 이행된 때에는 당해 재화 등을 공급받은 날 부터&nbsp;3월이내,&nbsp;그사실을 알게 된 날 또는 알 수 있었던 날부터&nbsp;30일이내<br>&nbsp;<br><strong>교환 및 반품이 불가능한 경우</strong><br>&nbsp;-&nbsp;이용자에게 책임 있는 사유로 재화 등이 멸실 또는 훼손된 경우(다만,&nbsp;재화 등의 내용을 확인하기 위하여 포장 등을 훼손한 경우에는 청약철회를 할 수 있습니다)<br>&nbsp; -&nbsp;이용자의 사용 또는 일부 소비에 의하여 재화 등의 가치가 현저히 감소한 경우<br>&nbsp; -&nbsp;시간의 경과에 의하여 재판매가 곤란할 정도로 재화등의 가치가 현저히 감소한 경우<br>&nbsp; -&nbsp;복제가 가능한 재화등의 포장을 훼손한 경우<br>&nbsp; -&nbsp;개별 주문 생산되는 재화 등 청약철회시 판매자에게 회복할 수 없는 피해가 예상되어 소비자의 사전 동의를 얻은 경우<br>&nbsp; -&nbsp;디지털 콘텐츠의 제공이 개시된 경우, (다만,&nbsp;가분적 용역 또는 가분적 디지털콘텐츠로 구성된 계약의 경우 제공이 개시되지 아니한 부분은 청약철회를 할 수 있습니다.)<br>&nbsp;<br>※ 고객님의 마음이 바뀌어 교환,&nbsp;반품을 하실 경우 상품반송 비용은 고객님께서 부담하셔야 합니다.<br>&nbsp;(색상 교환,&nbsp;사이즈 교환 등 포함)<br>",,F,,,,,3|7,,,,,,,Y,최씨남매 고추어묵바800g - 만원요리 전문 프리미엄 품질,만원요리 최씨남매,고추어묵바800g | 만원요리 최씨남매 추천. 전통 방식으로 조리. 간편 조리로 완성하는 프리미엄 맛을 경험하세요.,"간편식,고급,고추어묵바,달콤,만원요리,맥주안주,모임각,밀키트,베스트,손님접대,술안주,술한잔,안전,전체상품,정품,집밥,집밥각,쫄깃한,최씨남매,태",고추어묵바800g | 만원요리 최씨남매 정품,,C,N,0.8,
